# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
1035197	Prevotella sp. oral taxon 473 str. F0040	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Prevotella sp. oral taxon 473,Prevotella sp. oral taxon 473 str. F0040	1,131567,2,68336,976,200643,171549,171552,1283313,712469,1035197
1443665	Aquimarina macrocephali JAMB N27	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina macrocephali,Aquimarina macrocephali JAMB N27	1,131567,2,68336,976,117743,200644,49546,290174,666563,1443665
1270196	Pedobacter sp. R20-19	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. R20-19	1,131567,2,68336,976,117747,200666,84566,84567,1270196
1121440	Desulfovibrio aminophilus DSM 12254	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio aminophilus,Desulfovibrio aminophilus DSM 12254	1,131567,2,1224,68525,28221,213115,194924,872,81425,1121440
1379270	Gemmatimonas sp. AP64	species	root,cellular organisms,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas sp. AP64	1,131567,2,142182,219685,219686,219687,173479,1379270
871585	Acinetobacter calcoaceticus PHEA-2	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus PHEA-2	1,131567,2,1224,1236,72274,468,469,909768,471,871585
643867	Marivirga tractuosa DSM 4126	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marivirga,Marivirga tractuosa,Marivirga tractuosa DSM 4126	1,131567,2,68336,976,768503,768507,200667,869806,1006,643867
325452	Phytophthora kernoviae	species	root,cellular organisms,Eukaryota,Stramenopiles,Oomycetes,Peronosporales,Phytophthora,Phytophthora kernoviae	1,131567,2759,33634,4762,4776,4783,325452
1121367	Corynebacterium propinquum DSM 44285	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium propinquum,Corynebacterium propinquum DSM 44285	1,131567,2,201174,1760,85003,2037,85007,1653,1716,43769,1121367
314315	Lactobacillus sakei subsp. sakei 23K	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sakei,Lactobacillus sakei subsp. sakei,Lactobacillus sakei subsp. sakei 23K	1,131567,2,1239,91061,186826,33958,1578,1599,214326,314315
411469	[Eubacterium] hallii DSM 3353	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,[Eubacterium] hallii,[Eubacterium] hallii DSM 3353	1,131567,2,1239,186801,186802,186806,1730,39488,411469
904144	Gardnerella vaginalis 101	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,Gardnerella vaginalis 101	1,131567,2,201174,1760,85003,85004,31953,2701,2702,904144
429009	Ammonifex degensii KC4	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella group,Ammonifex,Ammonifex degensii,Ammonifex degensii KC4	1,131567,2,1239,186801,68295,186814,42857,42837,42838,429009
388051	Cupriavidus sp. amp6	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. amp6	1,131567,2,1224,28216,80840,119060,106589,388051
928724	Saccharomonospora glauca K62	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora glauca,Saccharomonospora glauca K62	1,131567,2,201174,1760,85003,2037,85010,2070,1851,40990,928724
43989	Cyanothece sp. ATCC 51142	species	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Cyanothece,Cyanothece sp. ATCC 51142	1,131567,2,1117,1301283,1118,43988,43989
453591	Ignicoccus hospitalis KIN4/I	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus hospitalis,Ignicoccus hospitalis KIN4/I	1,131567,2157,28889,183924,114380,2272,54258,160233,453591
977880	Cupriavidus taiwanensis LMG 19424	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,Cupriavidus taiwanensis LMG 19424	1,131567,2,1224,28216,80840,119060,106589,164546,977880
68570	Streptomyces albulus	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces albulus	1,131567,2,201174,1760,85003,2037,85011,2062,1883,68570
273371	Candida orthopsilosis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida/Lodderomyces clade,Candida,Candida orthopsilosis	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,766764,1535325,1535326,273371
1051613	Verticillium alfalfae	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Glomerellales,Plectosphaerellaceae,mitosporic Plectosphaerellaceae,Verticillium,Verticillium alfalfae	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,1028384,1033978,1033979,1036719,1051613
1354722	Roseovarius sp. MCTG156(2b)	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius sp. MCTG156(2b)	1,131567,2,1224,28211,204455,31989,74030,1354722
1453505	Flavobacterium chungangense LMG 26729	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium chungangense,Flavobacterium chungangense LMG 26729	1,131567,2,68336,976,117743,200644,49546,237,554283,1453505
411473	Ruminococcus callidus ATCC 27760	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus,Ruminococcus callidus ATCC 27760	1,131567,2,1239,186801,186802,541000,1263,40519,411473
1174504	Bacillus psychrosaccharolyticus ATCC 23296	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus psychrosaccharolyticus,Bacillus psychrosaccharolyticus ATCC 23296	1,131567,2,1239,91061,1385,186817,1386,1407,1174504
314345	Mariprofundus ferrooxydans PV-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,Mariprofundus ferrooxydans PV-1	1,131567,2,1224,580370,580371,580372,377315,314344,314345
1104325	Enterococcus faecium NRRL B-2354	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium NRRL B-2354	1,131567,2,1239,91061,186826,81852,1350,1352,1104325
565034	Brachyspira hyodysenteriae WA1	no rank	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Brachyspiraceae,Brachyspira,Brachyspira hyodysenteriae,Brachyspira hyodysenteriae WA1	1,131567,2,203691,203692,136,143786,29521,159,565034
411474	Coprococcus eutactus ATCC 27759	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,Coprococcus eutactus ATCC 27759	1,131567,2,1239,186801,186802,186803,33042,33043,411474
3055	Chlamydomonas reinhardtii	species	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas reinhardtii	1,131567,2759,33090,3041,3166,3042,3051,3052,3055
543728	Variovorax paradoxus S110	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,Variovorax paradoxus S110	1,131567,2,1224,28216,80840,80864,34072,34073,543728
1121448	Desulfovibrio gigas DSM 1382 = ATCC 19364	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio gigas,Desulfovibrio gigas DSM 1382 = ATCC 19364	1,131567,2,1224,68525,28221,213115,194924,872,879,1121448
1280944	Hyphomonas sp. CY54-11-8	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas sp. CY54-11-8	1,131567,2,1224,28211,204455,69657,85,1280944
543734	Lactobacillus casei BL23	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei group,Lactobacillus casei,Lactobacillus casei BL23	1,131567,2,1239,91061,186826,33958,1578,655183,1582,543734
543913	beta proteobacterium CB	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,unclassified Betaproteobacteria,unclassified Betaproteobacteria (miscellaneous),beta proteobacterium CB	1,131567,2,1224,28216,119066,33809,543913
1410624	Lachnospiraceae bacterium FE2018	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,Lachnospiraceae bacterium FE2018	1,131567,2,1239,186801,186802,186803,186928,1410624
3067	Volvox carteri	species	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,Volvox,Volvox carteri	1,131567,2759,33090,3041,3166,3042,3065,3066,3067
1463853	Streptomyces sp. NRRL F-5008	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces sp. NRRL F-5008	1,131567,2,201174,1760,85003,2037,85011,2062,1883,1463853
1051646	Vibrio tubiashii ATCC 19109	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tubiashii,Vibrio tubiashii ATCC 19109	1,131567,2,1224,1236,135623,641,662,29498,1051646
1206101	Streptomyces sp. CNR698	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces sp. CNR698	1,131567,2,201174,1760,85003,2037,85011,2062,1883,1206101
1174528	Fischerella sp. PCC 9339	species	root,cellular organisms,Bacteria,Cyanobacteria,Stigonematales,Fischerella,Fischerella sp. PCC 9339	1,131567,2,1117,1189,1190,1174528
35841	Bacillus thermoamylovorans	species	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thermoamylovorans	1,131567,2,1239,91061,1385,186817,1386,35841
1158146	Thioalkalivibrio sp. ALJT	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp. ALJT	1,131567,2,1224,1236,135613,72276,106633,1158146
3075	Auxenochlorella protothecoides	species	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Auxenochlorella,Auxenochlorella protothecoides	1,131567,2759,33090,3041,75966,35460,35461,191392,3075
584708	Aminomonas paucivorans DSM 12260	no rank	root,cellular organisms,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminomonas,Aminomonas paucivorans,Aminomonas paucivorans DSM 12260	1,131567,2,508458,649775,649776,649777,81411,81412,584708
1158150	Thioalkalivibrio sp. ALD1	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp. ALD1	1,131567,2,1224,1236,135613,72276,106633,1158150
863239	Corynebacterium nuruki S6-4	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium nuruki,Corynebacterium nuruki S6-4	1,131567,2,201174,1760,85003,2037,85007,1653,1716,1032851,863239
261292	Nitrosomonas sp. Is79A3	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas sp. Is79A3	1,131567,2,1224,28216,32003,206379,914,261292
411479	Bacteroides uniformis ATCC 8492	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis ATCC 8492	1,131567,2,68336,976,200643,171549,815,816,820,411479
1469613	Rhodovulum sp. NI22	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sp. NI22	1,131567,2,1224,28211,204455,31989,34008,1469613
338963	Pelobacter carbinolicus DSM 2380	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Pelobacteraceae,Pelobacter,Pelobacter carbinolicus,Pelobacter carbinolicus DSM 2380	1,131567,2,1224,68525,28221,69541,213423,18,19,338963
1158165	Thioalkalivibrio sp. ALMg11	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp. ALMg11	1,131567,2,1224,1236,135613,72276,106633,1158165
338966	Pelobacter propionicus DSM 2379	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Pelobacteraceae,Pelobacter,Pelobacter propionicus,Pelobacter propionicus DSM 2379	1,131567,2,1224,68525,28221,69541,213423,18,29543,338966
1242969	Campylobacter concisus ATCC 51562	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus,Campylobacter concisus ATCC 51562	1,131567,2,1224,68525,29547,213849,72294,194,199,1242969
44056	Aureococcus anophagefferens	species	root,cellular organisms,Eukaryota,Stramenopiles,Pelagophyceae,Pelagomonadales,Aureococcus,Aureococcus anophagefferens	1,131567,2759,33634,35675,54409,44055,44056
338969	Rhodoferax ferrireducens T118	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax ferrireducens,Rhodoferax ferrireducens T118	1,131567,2,1224,28216,80840,80864,28065,192843,338969
420890	Lactococcus garvieae Lg2	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae,Lactococcus garvieae Lg2	1,131567,2,1239,91061,186826,1300,1357,1363,420890
330779	Sulfolobus acidocaldarius DSM 639	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Sulfolobus acidocaldarius DSM 639	1,131567,2157,28889,183924,2281,118883,2284,2285,330779
44060	Streptomyces megasporus	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces megasporus	1,131567,2,201174,1760,85003,2037,85011,2062,1883,44060
487316	Acinetobacter soli	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter soli	1,131567,2,1224,1236,72274,468,469,487316
27679	Saimiri boliviensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Platyrrhini,Cebidae,Saimiriinae,Saimiri,Saimiri boliviensis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,314293,9479,9498,378850,9520,27679
1038859	Bradyrhizobium elkanii WSM1741	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium elkanii,Bradyrhizobium elkanii WSM1741	1,131567,2,1224,28211,356,41294,374,29448,1038859
93220	Pandoraea pnomenusa	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pnomenusa	1,131567,2,1224,28216,80840,119060,93217,93220
1043493	Lysinimicrobium mangrovi	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Demequinaceae,Lysinimicrobium,Lysinimicrobium mangrovi	1,131567,2,201174,1760,85003,2037,85006,1042322,1217415,1043493
1158182	Thioalkalivibrio sp. ALE31	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp. ALE31	1,131567,2,1224,1236,135613,72276,106633,1158182
1403946	Streptococcus anginosus DORA_7	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus group,Streptococcus anginosus,Streptococcus anginosus DORA_7	1,131567,2,1239,91061,186826,1300,1301,671232,1328,1403946
1035308	Dehalobacter sp. FTH1	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacter,Dehalobacter sp. FTH1	1,131567,2,1239,186801,186802,186807,56112,1035308
224308	Bacillus subtilis subsp. subtilis str. 168	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis group,Bacillus subtilis,Bacillus subtilis subsp. subtilis,Bacillus subtilis subsp. subtilis str. 168	1,131567,2,1239,91061,1385,186817,1386,653685,1423,135461,224308
666681	Methylotenera versatilis 301	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera versatilis,Methylotenera versatilis 301	1,131567,2,1224,28216,206350,32011,359407,1055487,666681
1355368	Arcobacter sp. AF1028	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter sp. AF1028	1,131567,2,1224,68525,29547,213849,72294,28196,1355368
666684	Afipia sp. 1NLS2	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Afipia sp. 1NLS2	1,131567,2,1224,28211,356,41294,1033,666684
266762	Porphyromonas gingivicanis	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivicanis	1,131567,2,68336,976,200643,171549,171551,836,266762
