# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
237727	Erythrobacter sp. NAP1	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. NAP1	1,131567,2,1224,28211,204457,335929,1041,237727
1506583	Flavobacterium sp. Fl	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. Fl	1,131567,2,68336,976,117743,200644,49546,237,1506583
1540257	Clostridium sp. KNHs214	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. KNHs214	1,131567,2,1239,186801,186802,31979,1485,1540257
1120966	Algoriphagus marincola DSM 16067	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus marincola,Algoriphagus marincola DSM 16067	1,131567,2,68336,976,768503,768507,563798,246875,264027,1120966
1437610	Bifidobacterium reuteri DSM 23975	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium reuteri,Bifidobacterium reuteri DSM 23975	1,131567,2,201174,1760,85003,85004,31953,1678,983706,1437610
1380380	Ahrensia sp. 13_GOM-1096m	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ahrensia,Ahrensia sp. 13_GOM-1096m	1,131567,2,1224,28211,204455,31989,152180,1380380
8364	Xenopus (Silurana) tropicalis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amphibia,Batrachia,Anura,Pipoidea,Pipidae,Xenopodinae,Xenopus,Silurana,Xenopus (Silurana) tropicalis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,8292,41666,8342,30319,8352,8360,8353,8363,8364
221359	Synechococcus sp. RS9916	species	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Synechococcus,Synechococcus sp. RS9916	1,131567,2,1117,1301283,1118,1129,221359
221360	Synechococcus sp. RS9917	species	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Synechococcus,Synechococcus sp. RS9917	1,131567,2,1117,1301283,1118,1129,221360
1120968	Algoriphagus vanfongensis DSM 17529	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus vanfongensis,Algoriphagus vanfongensis DSM 17529	1,131567,2,68336,976,768503,768507,563798,246875,426371,1120968
1458357	Burkholderia sp. MP-1	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. MP-1	1,131567,2,1224,28216,80840,119060,32008,1458357
634498	Methanobrevibacter ruminantium M1	no rank	root,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium,Methanobrevibacter ruminantium M1	1,131567,2157,28890,183925,2158,2159,2172,83816,634498
879305	Anaerococcus prevotii ACS-065-V-Col13	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Anaerococcus,Anaerococcus prevotii,Anaerococcus prevotii ACS-065-V-Col13	1,131567,2,1239,186801,186802,1570339,165779,33034,879305
999425	Streptococcus sp. F0442	species	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. F0442	1,131567,2,1239,91061,186826,1300,1301,999425
247156	Nocardia farcinica IFM 10152	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Nocardiaceae,Nocardia,Nocardia farcinica,Nocardia farcinica IFM 10152	1,131567,2,201174,1760,85003,2037,85007,85025,1817,37329,247156
999611	Leisingera aquimarina DSM 24565	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,Leisingera aquimarina,Leisingera aquimarina DSM 24565	1,131567,2,1224,28211,204455,31989,191028,476529,999611
712898	Pantoea vagans C9-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea vagans,Pantoea vagans C9-1	1,131567,2,1224,1236,91347,543,53335,470934,712898
762051	Leuconostoc kimchii IMSNU 11154	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc kimchii,Leuconostoc kimchii IMSNU 11154	1,131567,2,1239,91061,186826,81850,1243,136609,762051
1392838	Bordetella hinzii ATCC 51730	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella hinzii,Bordetella hinzii ATCC 51730	1,131567,2,1224,28216,80840,506,517,103855,1392838
1354303	Psychrobacter aquaticus CMS 56	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter aquaticus,Psychrobacter aquaticus CMS 56	1,131567,2,1224,1236,72274,468,497,248452,1354303
999630	Thermoproteus uzoniensis 768-20	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus uzoniensis,Thermoproteus uzoniensis 768-20	1,131567,2157,28889,183924,2266,2267,2270,184117,999630
1120973	Alicyclobacillus pohliae DSM 22757	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus pohliae,Alicyclobacillus pohliae DSM 22757	1,131567,2,1239,91061,1385,186823,29330,232270,1120973
1341155	Flavobacterium saliperosum S13	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium saliperosum,Flavobacterium saliperosum S13	1,131567,2,68336,976,117743,200644,49546,237,329186,1341155
188626	Dermacoccus sp. Ellin185	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Dermacoccaceae,Dermacoccus,Dermacoccus sp. Ellin185	1,131567,2,201174,1760,85003,2037,85006,145357,57495,188626
1217708	Acinetobacter sp. NIPH 2100	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NIPH 2100	1,131567,2,1224,1236,72274,468,469,1217708
634499	Erwinia pyrifoliae Ep1/96	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwinia pyrifoliae,Erwinia pyrifoliae Ep1/96	1,131567,2,1224,1236,91347,543,551,79967,634499
1190606	Enterovibrio calviensis 1F-211	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio calviensis,Enterovibrio calviensis 1F-211	1,131567,2,1224,1236,135623,641,188143,91359,1190606
1336245	Carnimonas nigrificans ATCC BAA-78	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Carnimonas,Carnimonas nigrificans,Carnimonas nigrificans ATCC BAA-78	1,131567,2,1224,1236,135619,28256,64322,64323,1336245
155864	Escherichia coli O157:H7 str. EDL933	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O157:H7,Escherichia coli O157:H7 str. EDL933	1,131567,2,1224,1236,91347,543,561,562,83334,155864
794846	Sinorhizobium sp. CCBAU 05631	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium,Sinorhizobium sp. CCBAU 05631	1,131567,2,1224,28211,356,82115,227292,28105,794846
1515746	Shewanella sp. YQH10	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. YQH10	1,131567,2,1224,1236,135622,267890,22,1515746
1189612	Indibacter alkaliphilus LW1	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Indibacter,Indibacter alkaliphilus,Indibacter alkaliphilus LW1	1,131567,2,68336,976,768503,768507,563798,647744,579922,1189612
318161	Shewanella denitrificans OS217	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella denitrificans,Shewanella denitrificans OS217	1,131567,2,1224,1236,135622,267890,22,192073,318161
1401064	Corynebacterium tuscaniense DNF00037	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium tuscaniense,Corynebacterium tuscaniense DNF00037	1,131567,2,201174,1760,85003,2037,85007,1653,1716,302449,1401064
1401065	Oligella urethralis DNF00040	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella,Oligella urethralis,Oligella urethralis DNF00040	1,131567,2,1224,28216,80840,506,90243,90245,1401065
1057002	Ensifer sp. BR816	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Ensifer,Ensifer sp. BR816	1,131567,2,1224,28211,356,82115,227292,106591,1057002
1401067	Veillonella montpellierensis DNF00314	no rank	root,cellular organisms,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella montpellierensis,Veillonella montpellierensis DNF00314	1,131567,2,1239,909932,909929,31977,29465,187328,1401067
1405	Bacillus mycoides	species	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,Bacillus mycoides	1,131567,2,1239,91061,1385,186817,1386,86661,1405
1163617	Sulfuricella denitrificans skB26	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Sulfuricellales,Sulfuricellaceae,Sulfuricella,Sulfuricella denitrificans,Sulfuricella denitrificans skB26	1,131567,2,1224,28216,1559979,1559980,935200,649841,1163617
868595	Desulfotomaculum carboxydivorans CO-1-SRB	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Desulfotomaculum carboxydivorans,Desulfotomaculum carboxydivorans CO-1-SRB	1,131567,2,1239,186801,186802,186807,1562,327817,868595
1484158	Pantoea sp. PSNIH1	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea sp. PSNIH1	1,131567,2,1224,1236,91347,543,53335,1484158
745718	Olleya sp. VCSM12	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya sp. VCSM12	1,131567,2,68336,976,117743,200644,49546,336276,745718
589865	Desulfurivibrio alkaliphilus AHT2	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio,Desulfurivibrio alkaliphilus,Desulfurivibrio alkaliphilus AHT2	1,131567,2,1224,68525,28221,213118,213121,427922,427923,589865
1147128	Bifidobacterium asteroides PRL2011	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium asteroides,Bifidobacterium asteroides PRL2011	1,131567,2,201174,1760,85003,85004,31953,1678,1684,1147128
284031	Streptomyces flavovariabilis	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces flavovariabilis	1,131567,2,201174,1760,85003,2037,85011,2062,1883,284031
1343740	Streptomyces rapamycinicus NRRL 5491	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces rapamycinicus,Streptomyces rapamycinicus NRRL 5491	1,131567,2,201174,1760,85003,2037,85011,2062,1883,1226757,1343740
1048829	Paracoccidioides sp. 'lutzii'	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Onygenales,mitosporic Onygenales,Paracoccidioides,Paracoccidioides sp. 'lutzii'	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,33183,34383,38946,1048829
1048830	Mycoplasma iowae 695	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma iowae,Mycoplasma iowae 695	1,131567,2,544448,31969,2085,2092,2093,2116,1048830
457429	Streptomyces pristinaespiralis ATCC 25486	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces pristinaespiralis,Streptomyces pristinaespiralis ATCC 25486	1,131567,2,201174,1760,85003,2037,85011,2062,1883,38300,457429
467200	Streptomyces griseoflavus Tu4000	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces griseoflavus,Streptomyces griseoflavus Tu4000	1,131567,2,201174,1760,85003,2037,85011,2062,1883,35619,467200
1229783	Staphylococcus massiliensis S46	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus massiliensis,Staphylococcus massiliensis S46	1,131567,2,1239,91061,1385,90964,1279,555791,1229783
1048834	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus acidocaldarius,Alicyclobacillus acidocaldarius subsp. acidocaldarius,Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	1,131567,2,1239,91061,1385,186823,29330,405212,1388,1048834
90371	Salmonella enterica subsp. enterica serovar Typhimurium	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica,Salmonella enterica subsp. enterica serovar Typhimurium	1,131567,2,1224,1236,91347,543,590,28901,59201,90371
1206729	Nocardia exalbida NBRC 100660	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Nocardiaceae,Nocardia,Nocardia exalbida,Nocardia exalbida NBRC 100660	1,131567,2,201174,1760,85003,2037,85007,85025,1817,290231,1206729
680198	Streptomyces scabiei 87.22	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces scabiei,Streptomyces scabiei 87.22	1,131567,2,201174,1760,85003,2037,85011,2062,1883,1930,680198
393480	Fusobacterium nucleatum subsp. polymorphum ATCC 10953	no rank	root,cellular organisms,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. polymorphum,Fusobacterium nucleatum subsp. polymorphum ATCC 10953	1,131567,2,32066,203490,203491,203492,848,851,76857,393480
33035	Blautia producta	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia producta	1,131567,2,1239,186801,186802,186803,572511,33035
5507	Fusarium oxysporum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum species complex,Fusarium oxysporum	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,171631,5507
8469	Chelonia mydas	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Testudines,Cryptodira,Durocryptodira,Americhelydia,Chelonioidea,Cheloniidae,Chelonia,Chelonia mydas	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8459,8464,1579337,1579336,27791,8465,8468,8469
794903	Opitutaceae bacterium TAV5	species	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,unclassified Opitutaceae,Opitutaceae bacterium TAV5	1,131567,2,51290,74201,414999,415000,134623,278955,794903
1437882	Pseudomonas nitroreducens HBP1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,Pseudomonas nitroreducens/multiresinivorans group,Pseudomonas nitroreducens,Pseudomonas nitroreducens HBP1	1,131567,2,1224,1236,72274,135621,286,136841,627141,46680,1437882
1245469	Bradyrhizobium oligotrophicum S58	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium oligotrophicum,Bradyrhizobium oligotrophicum S58	1,131567,2,1224,28211,356,41294,374,44255,1245469
1458462	Lachnospiraceae bacterium AC2029	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,Lachnospiraceae bacterium AC2029	1,131567,2,1239,186801,186802,186803,186928,1458462
8479	Chrysemys picta	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Testudines,Cryptodira,Durocryptodira,Testudinoidea,Emydidae,Chrysemys,Chrysemys picta	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8459,8464,1579337,8486,8476,8477,8479
983328	Campylobacter fetus subsp. venerealis NCTC 10354	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter fetus,Campylobacter fetus subsp. venerealis,Campylobacter fetus subsp. venerealis NCTC 10354	1,131567,2,1224,68525,29547,213849,72294,194,196,32020,983328
1196322	Clostridium sp. Maddingley MBC34-26	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. Maddingley MBC34-26	1,131567,2,1239,186801,186802,31979,1485,1196322
